12,9,46067.5221169943,94257.2718263777
13,9,46337.729135288,94271.6792457205
14,9,48318.0055190755,94289.1990111716
6,10,46386.4749175578,94251.5417736438
7,10,45969.0252896769,94243.2032970787
8,10,45661.2449631672,94238.2656291319
9,10,45549.655963109,94237.1036276553
10,10,45611.4717674638,94239.9410814251
11,10,45812.7810771565,94246.8295471283
12,10,46064.5960755696,94257.6362882207
13,10,46334.8056443888,94272.0442055635
14,10,48315.4113326468,94289.5643574219
6,11,46409.1471113916,94251.8911887656
7,11,45991.6896136302,94243.5524558411
8,11,45683.9047678232,94238.6145074956
9,11,45572.3032554689,94237.4522209029
10,11,45634.1115963705,94240.2894037179
11,11,45835.4119669516,94247.1776280824
12,11,46087.2267134391,94257.9841708234
13,11,46357.4357590843,94272.3919409206
14,11,48337.9909306421,94289.9120007621
6,12,46351.6383040944,94252.7653076267
7,12,45934.1826548241,94244.4267906882
8,12,45626.3993495641,94239.4890231262
9,12,45514.8032783526,94238.3268698358
10,12,45576.6141916445,94241.1641300538
11,12,45777.9190512595,94248.0523706959
12,12,46029.7342936359,94258.8588665076
13,12,46299.9439486983,94273.2665292558
14,12,48280.5422364468,94290.7864262378
6,13,46389.7900841709,94252.292665808
7,13,45972.3364753428,94243.9540452527
8,13,45664.5532883224,94239.0162051888
9,13,45552.9585633571,94237.8540162246
10,13,45614.7690355001,94240.6912805808
11,13,45816.074882741,94247.579566513
12,13,46067.8904718567,94258.3861472083
13,13,46338.1005308763,94272.7939310985
14,13,48318.749008847,94290.3139802091
6,14,46373.7011638024,94252.3553831893
7,14,45956.2473887903,94244.0167890754
8,14,45648.4638372727,94239.0789667141
9,14,45536.8700447844,94237.9167872976
10,14,45598.6805061161,94240.754052111
11,14,45799.9880772002,94247.6423300862
12,14,46051.8039026145,94258.4488954537
13,14,46322.0142271263,94272.856657773
14,14,48302.6850060123,94290.3766804659
6,15,46383.2021062953,94252.4043411886
7,15,45965.7501756933,94244.0657490502
8,15,45657.9671482221,94239.1279326006
9,15,45546.3753076448,94237.9657621346
10,15,45608.1865066023,94240.8030387761
11,15,45809.4957379248,94247.6913308488
12,15,46061.3117686161,94258.4979119308
13,15,46331.5223646597,94272.9056906362
14,15,48312.2368478002,94290.4257296374
